name,sku,attribute1,attribute2,attribute3
ProductCost,MB-0007,2023-01-01,5.708857095,USD
ProductCost,MB-0007,2023-03-01,4.9808877438,USD
ProductCost,MB-0007,2023-04-01,5.1983344319,USD
ProductCost,MB-0007,2023-05-01,4.9667009236,USD
ProductCost,MB-0007,2023-08-01,5.3408361165,USD
ProductCost,MB-0007,2023-09-01,4.4162246277,USD
ProductCost,MB-0007,2023-11-01,5.6478794341,USD
ProductCost,MB-0008,2021-04-01,9.2052086133,EUR
ProductCost,MB-0008,2021-09-01,10.3140531223,EUR
ProductCost,MB-0008,2021-10-01,9.9084782471,EUR
ProductCost,MB-0008,2022-05-01,8.4365057491,EUR
ProductCost,MB-0008,2022-08-01,10.8409028424,EUR
ProductCost,MB-0008,2022-10-01,8.6179469063,EUR
ProductCost,MB-0008,2022-11-01,9.9859128476,EUR
ProductCost,MB-0008,2023-01-01,9.4218262308,EUR
ProductCost,MB-0008,2023-02-01,10.3372628419,EUR
ProductCost,MB-0008,2023-05-01,8.6497839211,EUR
ProductCost,MB-0008,2023-06-01,9.0985160584,EUR
ProductCost,MB-0008,2023-08-01,8.4515551923,EUR
ProductCost,MB-0008,2023-10-01,8.3624844955,EUR
ProductCost,MB-0008,2023-11-01,8.5022688387,EUR
ProductCost,MB-0008,2021-01-01,9.5470760697,USD
ProductCost,MB-0008,2021-02-01,10.0617522517,USD
ProductCost,MB-0008,2021-03-01,10.7675319533,USD
ProductCost,MB-0008,2021-05-01,11.5313290939,USD
ProductCost,MB-0008,2021-06-01,11.134081727,USD
ProductCost,MB-0008,2021-07-01,9.7011443403,USD
ProductCost,MB-0008,2021-08-01,11.7277652226,USD
ProductCost,MB-0008,2021-11-01,10.9402155397,USD
ProductCost,MB-0008,2021-12-01,11.8088201436,USD
ProductCost,MB-0008,2022-01-01,10.2987280416,USD
ProductCost,MB-0008,2022-02-01,9.9187217776,USD
ProductCost,MB-0008,2022-03-01,10.8006777633,USD
ProductCost,MB-0008,2022-04-01,9.0833643518,USD
ProductCost,MB-0008,2022-06-01,9.7912968692,USD
ProductCost,MB-0008,2022-07-01,9.0889373214,USD
ProductCost,MB-0008,2022-09-01,10.6963458521,USD
ProductCost,MB-0008,2022-12-01,9.8153930826,USD
ProductCost,MB-0008,2023-03-01,9.1294196728,USD
ProductCost,MB-0008,2023-04-01,11.7468754962,USD
ProductCost,MB-0008,2023-07-01,9.1466746047,USD
ProductCost,MB-0008,2023-09-01,11.7416692558,USD
ProductCost,MB-0008,2023-12-01,11.8241812067,USD
ProductCost,MB-0009,2021-03-01,14.6242425265,EUR
ProductCost,MB-0009,2021-04-01,13.6044148224,EUR
ProductCost,MB-0009,2021-08-01,13.5367383015,EUR
ProductCost,MB-0009,2021-12-01,13.1805375373,EUR
ProductCost,MB-0009,2022-01-01,12.8665476057,EUR
ProductCost,MB-0009,2022-04-01,14.3092927988,EUR
ProductCost,MB-0009,2022-06-01,16.1089214923,EUR
ProductCost,MB-0009,2022-07-01,12.4403906766,EUR
ProductCost,MB-0009,2022-08-01,15.2706727686,EUR
ProductCost,MB-0009,2022-10-01,13.6051996234,EUR
ProductCost,MB-0009,2022-11-01,15.0178539449,EUR
ProductCost,MB-0009,2023-02-01,14.2391106088,EUR
ProductCost,MB-0009,2023-06-01,15.612287794,EUR
ProductCost,MB-0009,2023-09-01,12.8626843429,EUR
ProductCost,MB-0009,2021-01-01,14.6955605646,USD
ProductCost,MB-0009,2021-02-01,13.4739287524,USD
ProductCost,MB-0009,2021-05-01,17.6015908123,USD
ProductCost,MB-0009,2021-06-01,16.8541461661,USD
ProductCost,MB-0009,2021-07-01,15.8548829612,USD
ProductCost,MB-0009,2021-09-01,13.1701838357,USD
ProductCost,MB-0009,2021-10-01,15.594196048,USD
ProductCost,MB-0009,2021-11-01,14.8476066996,USD
ProductCost,MB-0009,2022-02-01,13.3146306479,USD
ProductCost,MB-0009,2022-03-01,15.4949334045,USD
ProductCost,MB-0009,2022-05-01,14.1370740834,USD
ProductCost,MB-0009,2022-09-01,17.5905708057,USD
ProductCost,MB-0009,2022-12-01,17.4592161472,USD
ProductCost,MB-0009,2023-01-01,17.6922911664,USD
ProductCost,MB-0009,2023-03-01,13.9277101904,USD
ProductCost,MB-0009,2023-04-01,14.3234173085,USD
ProductCost,MB-0009,2023-05-01,15.0538382214,USD
ProductCost,MB-0009,2023-07-01,15.0252885343,USD
ProductCost,MB-0009,2023-08-01,17.5372763531,USD
ProductCost,MB-0009,2023-10-01,14.5424772284,USD
ProductCost,MB-0009,2023-11-01,13.2407007572,USD
ProductCost,MB-0009,2023-12-01,17.3890263083,USD
ProductCost,MB-0010,2021-02-01,0.3384715773,EUR
ProductCost,MB-0010,2021-03-01,0.3441107429,EUR
ProductCost,MB-0010,2021-05-01,0.3000800662,EUR
ProductCost,MB-0010,2021-09-01,0.3481070726,EUR
ProductCost,MB-0010,2022-03-01,0.3081164008,EUR
ProductCost,MB-0010,2022-04-01,0.3496855198,EUR
ProductCost,MB-0010,2022-06-01,0.3942538247,EUR
ProductCost,MB-0010,2022-07-01,0.3438832308,EUR
ProductCost,MB-0010,2022-09-01,0.3736361119,EUR
ProductCost,MB-0010,2022-10-01,0.3636517338,EUR
ProductCost,MB-0010,2022-12-01,0.3307691281,EUR
ProductCost,MB-0010,2023-01-01,0.3200778838,EUR
ProductCost,MB-0010,2023-05-01,0.2957457009,EUR
ProductCost,MB-0010,2023-06-01,0.3686788365,EUR
ProductCost,MB-0010,2023-07-01,0.3007334745,EUR
ProductCost,MB-0010,2023-08-01,0.3645506379,EUR
ProductCost,MB-0010,2023-09-01,0.3055109235,EUR
ProductCost,MB-0010,2023-10-01,0.2951981242,EUR
ProductCost,MB-0010,2021-01-01,0.3863559374,USD
ProductCost,MB-0010,2021-04-01,0.3644048358,USD
ProductCost,MB-0010,2021-06-01,0.3616569476,USD
ProductCost,MB-0010,2021-07-01,0.3538094092,USD
ProductCost,MB-0010,2021-08-01,0.3291899378,USD
ProductCost,MB-0010,2021-10-01,0.3744755823,USD
ProductCost,MB-0010,2021-11-01,0.3650976203,USD
ProductCost,MB-0010,2021-12-01,0.3824333106,USD
ProductCost,MB-0010,2022-01-01,0.3557461978,USD
ProductCost,MB-0010,2022-02-01,0.3674805905,USD
ProductCost,MB-0010,2022-05-01,0.4088751359,USD
ProductCost,MB-0010,2022-08-01,0.3364332013,USD
ProductCost,MB-0010,2022-11-01,0.3349413822,USD
ProductCost,MB-0010,2023-02-01,0.3609495239,USD
ProductCost,MB-0010,2023-03-01,0.4311645773,USD
ProductCost,MB-0010,2023-04-01,0.3348963004,USD
ProductCost,MB-0010,2023-11-01,0.3534702357,USD
ProductCost,MB-0010,2023-12-01,0.3466265175,USD
ProductCost,MB-0012,2021-02-01,0.996861927,EUR
ProductCost,MB-0012,2021-03-01,0.9587911073,EUR
ProductCost,MB-0012,2021-05-01,1.022195108,EUR
ProductCost,MB-0012,2021-06-01,1.0943265422,EUR
ProductCost,MB-0012,2021-07-01,1.0068721634,EUR
ProductCost,MB-0012,2021-09-01,1.0661931517,EUR
ProductCost,MB-0012,2021-11-01,1.0309800331,EUR
ProductCost,MB-0012,2022-04-01,0.9188432391,EUR
ProductCost,MB-0012,2022-06-01,1.0115266822,EUR
ProductCost,MB-0012,2022-10-01,0.9897691277,EUR
ProductCost,MB-0012,2022-12-01,0.8921266339,EUR
ProductCost,MB-0012,2023-02-01,1.0001563506,EUR
ProductCost,MB-0012,2023-03-01,1.0814356196,EUR
ProductCost,MB-0012,2023-04-01,0.9881273062,EUR
ProductCost,MB-0012,2023-05-01,1.0402550207,EUR
ProductCost,MB-0012,2023-06-01,0.9490990499,EUR
ProductCost,MB-0012,2023-07-01,0.9683831089,EUR
ProductCost,MB-0012,2023-08-01,0.8963026493,EUR
ProductCost,MB-0012,2023-09-01,1.0834638266,EUR
ProductCost,MB-0012,2023-10-01,1.0242232352,EUR
ProductCost,MB-0012,2023-11-01,1.0506880743,EUR
ProductCost,MB-0012,2021-01-01,1.1588372287,USD
ProductCost,MB-0012,2021-04-01,0.9585394585,USD
ProductCost,MB-0012,2021-08-01,1.1145322331,USD
ProductCost,MB-0012,2021-10-01,0.9725636143,USD
ProductCost,MB-0012,2021-12-01,1.1526647462,USD
ProductCost,MB-0012,2022-01-01,1.0569007274,USD
ProductCost,MB-0012,2022-02-01,1.0930670897,USD
ProductCost,MB-0012,2022-03-01,1.1406138761,USD
ProductCost,MB-0012,2022-05-01,1.1185013541,USD
ProductCost,MB-0012,2022-07-01,1.0276213419,USD
ProductCost,MB-0012,2022-08-01,1.2256609089,USD
ProductCost,MB-0012,2022-09-01,1.1387806607,USD
ProductCost,MB-0012,2022-11-01,0.9759510622,USD
ProductCost,MB-0012,2023-01-01,1.1087309791,USD
ProductCost,MB-0012,2023-12-01,0.9864317405,USD
ProductCost,MB-0013,2021-01-01,1.4289477318,EUR
ProductCost,MB-0013,2021-04-01,1.6934208127,EUR
ProductCost,MB-0013,2021-05-01,1.5597473283,EUR
ProductCost,MB-0013,2021-09-01,1.4930062497,EUR
ProductCost,MB-0013,2021-10-01,1.7970972395,EUR
ProductCost,MB-0013,2021-11-01,1.3951814124,EUR
ProductCost,MB-0013,2022-01-01,1.5873850553,EUR
ProductCost,MB-0013,2022-02-01,1.757444839,EUR
ProductCost,MB-0013,2022-08-01,1.7556933624,EUR
ProductCost,MB-0013,2022-09-01,1.6075798689,EUR
ProductCost,MB-0013,2022-11-01,1.4489075237,EUR
ProductCost,MB-0013,2022-12-01,1.614841449,EUR
ProductCost,MB-0013,2023-01-01,1.7388614847,EUR
ProductCost,MB-0013,2023-03-01,1.6267742515,EUR
ProductCost,MB-0013,2023-04-01,1.6157807964,EUR
ProductCost,MB-0013,2023-08-01,1.4056946637,EUR
ProductCost,MB-0013,2023-09-01,1.6024832292,EUR
ProductCost,MB-0013,2023-10-01,1.790684444,EUR
ProductCost,MB-0013,2023-12-01,1.8599312919,EUR
ProductCost,MB-0013,2021-02-01,1.8629211625,USD
ProductCost,MB-0013,2021-03-01,1.6253016043,USD
ProductCost,MB-0013,2021-06-01,1.9808693814,USD
ProductCost,MB-0013,2021-07-01,2.054962558,USD
ProductCost,MB-0013,2021-08-01,1.8951409851,USD
ProductCost,MB-0013,2021-12-01,1.5572133154,USD
ProductCost,MB-0013,2022-03-01,1.9900561887,USD
ProductCost,MB-0013,2022-04-01,1.6187028286,USD
ProductCost,MB-0013,2022-05-01,1.855147866,USD
ProductCost,MB-0013,2022-06-01,1.9662653473,USD
ProductCost,MB-0013,2022-07-01,1.8559546522,USD
ProductCost,MB-0013,2022-10-01,1.810910799,USD
ProductCost,MB-0013,2023-02-01,1.5989489317,USD
ProductCost,MB-0013,2023-05-01,1.8114454584,USD
ProductCost,MB-0013,2023-06-01,1.8769150237,USD
ProductCost,MB-0013,2023-07-01,1.8450686191,USD
ProductCost,MB-0013,2023-11-01,1.777370031,USD
ProductCost,MB-0014,2021-02-01,3.3651541261,EUR
ProductCost,MB-0014,2021-03-01,3.6722827358,EUR
ProductCost,MB-0014,2021-04-01,3.1553336168,EUR
ProductCost,MB-0014,2021-05-01,2.9123642938,EUR
ProductCost,MB-0014,2021-06-01,3.3336208603,EUR
ProductCost,MB-0014,2021-08-01,3.646075429,EUR
ProductCost,MB-0014,2021-09-01,3.0803096782,EUR
ProductCost,MB-0014,2021-12-01,3.524125273,EUR
ProductCost,MB-0014,2022-02-01,3.101492749,EUR
ProductCost,MB-0014,2022-04-01,3.2282423063,EUR
ProductCost,MB-0014,2022-05-01,3.7889104902,EUR
ProductCost,MB-0014,2022-11-01,3.7551748786,EUR
ProductCost,MB-0014,2023-01-01,3.6960441563,EUR
ProductCost,MB-0014,2023-02-01,3.3497711313,EUR
ProductCost,MB-0014,2023-03-01,3.7124325078,EUR
ProductCost,MB-0014,2023-04-01,2.9043489265,EUR
ProductCost,MB-0014,2023-06-01,3.7892620616,EUR
ProductCost,MB-0014,2023-12-01,3.4285176797,EUR
ProductCost,MB-0014,2021-01-01,3.2411302708,USD
ProductCost,MB-0014,2021-07-01,3.2518498344,USD
ProductCost,MB-0014,2021-10-01,3.3565812207,USD
ProductCost,MB-0014,2021-11-01,3.5965778633,USD
ProductCost,MB-0014,2022-01-01,3.1228685354,USD
ProductCost,MB-0014,2022-03-01,3.5856014011,USD
ProductCost,MB-0014,2022-06-01,3.3500941158,USD
ProductCost,MB-0014,2022-07-01,3.1856500789,USD
ProductCost,MB-0014,2022-08-01,3.636611157,USD
ProductCost,MB-0014,2022-09-01,3.6086568321,USD
ProductCost,MB-0014,2022-10-01,3.7413403462,USD
ProductCost,MB-0014,2022-12-01,3.2461788896,USD
ProductCost,MB-0014,2023-05-01,3.5275038636,USD
ProductCost,MB-0014,2023-07-01,3.2806644287,USD
ProductCost,MB-0014,2023-08-01,3.4356887498,USD
ProductCost,MB-0014,2023-09-01,3.887822557,USD
ProductCost,MB-0014,2023-10-01,3.4532672818,USD
ProductCost,MB-0014,2023-11-01,3.5508870948,USD
ProductCost,MB-0015,2021-03-01,4.904893399,EUR
ProductCost,MB-0015,2021-06-01,5.1739764787,EUR
ProductCost,MB-0015,2021-09-01,5.4071765711,EUR
ProductCost,MB-0015,2021-11-01,4.5920570646,EUR
ProductCost,MB-0015,2021-12-01,5.3778192427,EUR
ProductCost,MB-0015,2022-01-01,4.0578558757,EUR
